Course Name,Course Title,First Name,Last Name,Term,InvitedCount,RespondentCount,%ResponseRatio,"Excluding class sessions, estimate the average number of hours per week spent in preparation or review. - Mean","Overall, did the instructor convey the course material clearly? - Mean","Overall, did the instructor convey the course material in an interesting way? - Mean","Did you take away useful tools, concepts, and/or insights from this course? - Mean",How much did you get out of this course? - Mean,Would you recommend this course to other students? - Mean
35916-50,New Developments in Public Finance,Seth,Zimmerman,Spring 2018,6,6,100,21,4.33,4.67,4.67,4.5,4.67
35916-50,New Developments in Public Finance,Eric,Zwick,Spring 2017,11,7,63.64,9.71,4.57,4.71,4.71,4.43,4.57
35916-50,New Developments in Public Finance,Eric,Zwick,Spring 2018,6,6,100,21,4.33,4.67,4.67,4.5,4.67
35930 50,Research Seminar,Zhiguo,He,Autumn 2021,6,3,50,6,4.67,4.67,4.33,4.33,4.67
35930 50,Research Seminar,Ralph,Koijen,Autumn 2021,6,3,50,6,4.67,4.67,4.33,4.33,4.67
35930 50,Research Seminar,Eric,Zwick,Autumn 2021,6,3,50,6,4.67,4.67,4.33,4.33,4.67
35932-50,Research Seminar,Zhiguo,He,Spring 2018,5,6,120,29.83,5,5,5,5,5
35932-50,Research Seminar,Zhiguo,He,Spring 2019,6,2,33.33,80,5,5,5,5,5
35932-50,Research Seminar,Stefan,Nagel,Spring 2019,6,2,33.33,80,5,5,5,5,5
35932-50,Research Seminar,Eric,Zwick,Spring 2018,5,6,120,29.83,5,5,5,5,5
35932-50,Research Seminar,Eric,Zwick,Spring 2019,6,2,33.33,80,5,5,5,5,5
36106 01,Managerial Decision Modeling,Sandikci, Burhaneddin,Autumn 2019,45,35,77.8,5.7,4.5,4.0,4.1,4.0,4.3
36106 01,Managerial Decision Modeling,Baris,Ata,Autumn 2021,45,20,44.44,4.1,4.45,4.4,4.25,3.95,4.1
36106 01,Managerial Decision Modeling,Baris,Ata,Winter 2020,44,26,59.09,4.77,4.88,4.73,4.77,4.46,4.73
36106 01,Managerial Decision Modeling,Baris,Ata,Winter 2021,43,26,60.47,4.85,4.85,4.77,4.73,4.62,4.77
36106 01,Managerial Decision Modeling,Varun,Gupta,Spring 2020,44,23,52.27,5.39,4.43,4.26,4.26,4.09,4.17
36106 01,Managerial Decision Modeling,Varun,Gupta,Spring 2021,44,14,31.82,6.57,4.21,3.64,4.14,3.93,3.93
36106 01,Managerial Decision Modeling,Burhaneddin,Sandikci,Autumn 2020,44,32,72.73,6.94,4.69,4.16,4.53,4.38,4.38
36106 01,Managerial Decision Modeling,Burhaneddin,Sandikci,Winter 2022,41,24,58.54,5.42,4.88,4.83,4.71,4.54,4.46
36106 02,Managerial Decision Modeling,Baris,Ata,Autumn 2021,40,23,57.5,4.7,4.78,4.61,4.57,4.48,4.57
36106 02,Managerial Decision Modeling,Baris,Ata,Winter 2021,41,26,63.41,4.92,4.92,4.85,4.69,4.5,4.5
36106 02,Managerial Decision Modeling,Burhaneddin,Sandikci,Winter 2020,44,25,56.82,5.68,4.68,4.12,4.68,4.48,4.48
36106 02,Managerial Decision Modeling,Burhaneddin,Sandikci,Winter 2022,43,25,58.14,6.28,4.28,4.08,4.32,4.16,3.96
36106 81,Managerial Decision Modeling,Sandikci, Burhaneddin,Autumn 2019,45,37,82.2,5.4,4.6,4.2,4.7,4.4,4.5
36106 81,Managerial Decision Modeling,Varun,Gupta,Spring 2020,42,20,47.62,7.35,4.5,4.45,4.4,4.35,4.25
36106 81,Managerial Decision Modeling,Varun,Gupta,Spring 2021,42,20,47.62,6,4.3,4.2,4.4,4.1,4.25
36106 81,Managerial Decision Modeling,Burhaneddin,Sandikci,Autumn 2020,41,26,63.41,10.5,4.46,4.15,4.42,4.31,4.46
36106 81,Managerial Decision Modeling,Burhaneddin,Sandikci,Summer 2020,42,36,85.71,9.03,4.31,3.97,4.53,4.25,4.31
36106 81,Managerial Decision Modeling,Burhaneddin,Sandikci,Winter 2020,43,25,58.14,6.84,4.52,4.52,4.6,4.32,4.32
36106 81,Managerial Decision Modeling,Burhaneddin,Sandikci,Winter 2022,41,28,68.29,6,4.68,4.57,4.68,4.5,4.61
36106 85,Managerial Decision Modeling,Baris,Ata,Autumn 2021,41,28,68.29,5.18,4.79,4.68,4.61,4.39,4.5
36106 85,Managerial Decision Modeling,Baris,Ata,Winter 2020,43,32,74.42,5.56,4.56,4.63,4.66,4.41,4.5
36106 85,Managerial Decision Modeling,Baris,Ata,Winter 2021,37,19,51.35,5.68,4.95,4.95,4.95,4.79,4.95
36106 85,Managerial Decision Modeling,Varun,Gupta,Spring 2020,46,18,39.13,5.61,4.67,4.56,4.78,4.56,4.56
36106 85,Managerial Decision Modeling,Burhaneddin,Sandikci,Autumn 2020,41,32,78.05,10.69,4.53,4.22,4.53,4.13,4.19
36106 85,Managerial Decision Modeling,Otis,Jennings,Winter 2022,16,13,81.25,5.92,3.54,3.85,4.31,3.92,3.77
36106-01,Managerial Decision Modeling,Baris,Ata,Winter 2016,32,32,100,16.06,4.75,4.22,4.38,4.13,4.28
36106-01,Managerial Decision Modeling,Baris,Ata,Winter 2017,42,39,92.86,9.82,4.82,4.59,4.44,4.31,4.44
36106-01,Managerial Decision Modeling,Baris,Ata,Winter 2018,43,32,74.42,10.34,4.78,4.28,4.47,4.38,4.53
36106-01,Managerial Decision Modeling,Baris,Ata,Winter 2019,37,24,64.86,8.5,4.96,4.54,4.79,4.63,4.67
36106-01,Managerial Decision Modeling,Varun,Gupta,Spring 2016,35,32,91.43,12.66,3.69,3.41,4.19,4.03,3.78
36106-01,Managerial Decision Modeling,Varun,Gupta,Spring 2017,33,20,60.61,5.3,4.05,3.85,4.45,4.15,3.9
36106-01,Managerial Decision Modeling,Varun,Gupta,Spring 2018,41,30,73.17,8.03,4.07,3.47,4.23,3.9,3.93
36106-01,Managerial Decision Modeling,Varun,Gupta,Spring 2019,41,26,63.41,8.62,3.96,3.5,3.96,3.69,3.81
36106-01,Managerial Decision Modeling,Richard Kipp,Martin,Autumn 2016,23,20,86.96,5.1,4.5,4,4.45,4.25,4.25
36106-01,Managerial Decision Modeling,Richard Kipp,Martin,Autumn 2017,5,6,120,5.33,4.17,3.83,4.5,3.83,4
36106-01,Managerial Decision Modeling,Burhaneddin,Sandikci,Autumn 2018,42,41,97.62,8.05,4.59,4.24,4.59,4.44,4.68
36106-02,Managerial Decision Modeling,Burhaneddin,Sandikci,Autumn 2017,33,34,103.03,5.24,4.62,4.09,4.68,4.41,4.56
36106-02,Managerial Decision Modeling,Burhaneddin,Sandikci,Spring 2016,44,37,84.09,8.54,3.65,3.32,4.22,3.92,3.92
36106-02,Managerial Decision Modeling,Burhaneddin,Sandikci,Spring 2017,45,46,102.22,6.43,4.5,4.24,4.52,4.33,4.37
36106-02,Managerial Decision Modeling,Burhaneddin,Sandikci,Spring 2018,45,39,86.67,9.23,4.64,4.41,4.72,4.59,4.56
36106-02,Managerial Decision Modeling,Burhaneddin,Sandikci,Spring 2019,45,37,82.22,8.46,4.7,4.24,4.62,4.41,4.49
36106-03,Managerial Decision Modeling,Burhaneddin,Sandikci,Spring 2016,44,42,95.45,12.31,4.36,3.86,4.57,4.31,4.29
36106-81,Managerial Decision Modeling,Baris,Ata,Summer 2016,27,24,88.89,8.83,4.63,4.38,4.75,4.42,4.58
36106-81,Managerial Decision Modeling,Baris,Ata,Winter 2016,37,26,70.27,4.77,4.69,4.38,4.46,4.31,4.5
36106-81,Managerial Decision Modeling,Baris,Ata,Winter 2017,40,36,90,5.83,4.42,4.36,4.36,4.28,4.36
36106-81,Managerial Decision Modeling,Baris,Ata,Winter 2018,40,31,77.5,8.65,4.55,4.52,4.45,4.26,4.42
36106-81,Managerial Decision Modeling,Baris,Ata,Winter 2019,39,35,89.74,10.8,4.8,4.6,4.51,4.43,4.46
36106-81,Managerial Decision Modeling,Varun,Gupta,Spring 2016,33,13,39.39,5.38,3.38,3.15,4.23,4,3.62
36106-81,Managerial Decision Modeling,Varun,Gupta,Spring 2017,27,21,77.78,15.05,3.48,2.9,3.95,3.71,3.29
36106-81,Managerial Decision Modeling,Varun,Gupta,Spring 2019,38,24,63.16,9.88,4.52,4.09,4.83,4.57,4.48
36106-81,Managerial Decision Modeling,Richard Kipp,Martin,Autumn 2016,37,33,89.19,14.52,4.21,3.64,4.45,4.03,4.18
36106-81,Managerial Decision Modeling,Richard Kipp,Martin,Autumn 2017,30,29,96.67,8.76,4.24,3.97,4.31,3.93,4
36106-81,Managerial Decision Modeling,Burhaneddin,Sandikci,Autumn 2018,42,29,69.05,12.14,4.55,4.31,4.41,4.38,4.31
36106-81,Managerial Decision Modeling,Burhaneddin,Sandikci,Spring 2018,44,39,88.64,8.74,4.54,4.49,4.79,4.72,4.69
36106-82,Managerial Decision Modeling,Varun,Gupta,Spring 2018,44,33,75,5.27,3.85,3.79,4.33,3.94,3.97
36106-82,Managerial Decision Modeling,Burhaneddin,Sandikci,Autumn 2017,32,24,75,9.42,4.46,4,4.88,4.58,4.46
36106-82,Managerial Decision Modeling,Burhaneddin,Sandikci,Spring 2016,43,30,69.77,14.97,4.5,4.03,4.53,4.3,4.38
36106-82,Managerial Decision Modeling,Burhaneddin,Sandikci,Spring 2017,43,36,83.72,6.28,4.17,3.69,4.53,4.14,4.17
36106-82,Managerial Decision Modeling,Burhaneddin,Sandikci,Spring 2019,43,35,81.4,9.11,4.54,4.46,4.6,4.43,4.43
36106-85,Managerial Decision Modeling,Baris,Ata,Summer 2016,27,22,81.48,13.77,4.73,4.55,4.73,4.45,4.64
36106-85,Managerial Decision Modeling,Baris,Ata,Winter 2017,39,35,89.74,13.57,4.74,4.66,4.51,4.43,4.63
36106-85,Managerial Decision Modeling,Baris,Ata,Winter 2018,40,43,107.5,10.02,4.65,4.67,4.67,4.49,4.67
36106-85,Managerial Decision Modeling,Baris,Ata,Winter 2019,40,42,105,11.88,4.76,4.64,4.57,4.4,4.64
36106-85,Managerial Decision Modeling,Varun,Gupta,Spring 2016,15,15,100,6.87,4.33,4.13,4.33,4,3.93
36106-85,Managerial Decision Modeling,Varun,Gupta,Spring 2019,31,33,106.45,16.21,4.42,4.18,4.36,4.18,4.18
36106-85,Managerial Decision Modeling,Burhaneddin,Sandikci,Spring 2017,41,21,51.22,9.9,4.48,4.14,4.48,4.19,4.19
36108-01,Data Analysis with Python,Lingwei,Cheng,Autumn 2017,9,7,77.78,20.86,3.71,3.71,4.57,4.14,3.71
36108-81,Data Analysis with Python ,Lingwei,Cheng,Autumn 2017,22,16,72.73,12.94,2.31,2.63,3.19,3,2.38
36109 01,Advanced Decision Models with Python,Donald D,Eisenstein,Spring 2020,28,15,53.57,3.4,4.73,4.53,4.6,4.33,4.4
36109 01,Advanced Decision Models with Python,Donald D,Eisenstein,Spring 2021,29,15,51.72,4.8,4.6,4.6,4.73,4.6,4.67
36109 81,Advanced Decision Models with Python,Donald D,Eisenstein,Spring 2020,30,15,50,5.93,4.8,4.33,4.4,4.4,4.33
36109 81,Advanced Decision Models with Python,Donald D,Eisenstein,Spring 2021,24,12,50,4.92,4.67,4.58,4.75,4.5,4.33
36109 85,Advanced Decision Models with Python,Donald D,Eisenstein,Spring 2021,20,11,55,4.09,4.82,4.64,4.82,4.73,4.64
36110 01,Application Development,Betina, Raghu,Autumn 2019,30,29,96.7,7.0,4.7,4.4,4.9,4.8,4.6
36110 01,Application Development,Raghuveera,Betina,Autumn 2020,29,24,82.76,7.67,4.79,4.63,4.58,4.54,4.58
36110 01,Application Development,Raghuveera,Betina,Autumn 2021,25,11,44,6,5,5,4.82,4.82,4.82
36110 01,Application Development,Raghuveera,Betina,Spring 2020,30,12,40,5.33,5,5,4.92,4.83,4.92
36110 01,Application Development,Raghuveera,Betina,Spring 2021,29,12,41.38,7.08,4.58,4.58,4.75,4.5,4.42
36110 01,Application Development,Raghuveera,Betina,Winter 2020,29,21,72.41,7.48,4.43,4.52,4.62,4.38,4.43
36110 01,Application Development,Raghuveera,Betina,Winter 2021,30,17,56.67,6.76,4.76,4.76,4.71,4.71,4.71
36110 01,Application Development,Raghuveera,Betina,Winter 2022,30,19,63.33,6.79,4.89,4.89,4.89,4.74,4.68
36110 02,Application Development,Raghuveera,Betina,Spring 2020,29,6,20.69,7.83,5,4.83,4.67,4.5,5
36110 02,Application Development,Raghuveera,Betina,Spring 2021,30,10,33.33,16.3,4.5,4.5,4.5,4.4,4.3
36110 81,Application Development,Raghuveera,Betina,Summer 2020,20,11,55,8.09,4.73,4.55,5,4.91,4.82
36110 81,Application Development,Raghuveera,Betina,Summer 2021,29,15,51.72,6.93,4.6,4.53,4.73,4.73,4.47
36110 81,Application Development,Raghuveera,Betina,Winter 2020,27,21,77.78,7.29,4.38,4.43,4.67,4.48,4.38
36110 81,Application Development,Raghuveera,Betina,Winter 2022,29,16,55.17,6.38,4.81,4.69,4.75,4.81,4.81
36110 82,Application Development,Raghuveera,Betina,Summer 2020,19,9,47.37,8.11,5,4.89,5,5,5
36110 83,Application Development,Raghuveera,Betina,Summer 2020,13,8,61.54,7.5,4.88,4.75,4.75,4.88,4.75
36110 85,Application Development,Betina, Raghu,Autumn 2019,26,22,84.6,7.5,4.9,4.8,4.8,4.6,4.7
36110 85,Application Development,Raghuveera,Betina,Autumn 2020,26,18,69.23,9.33,4.89,4.78,4.83,4.83,4.78
36110 85,Application Development,Raghuveera,Betina,Autumn 2021,26,15,57.69,9.4,5,4.8,5,4.93,4.8
36110-01,Application Development,Raghuveera,Betina,Autumn 2016,30,24,80,6.75,4.75,4.79,4.96,4.96,4.92
36110-01,Application Development,Raghuveera,Betina,Autumn 2017,25,20,80,6.85,4.7,4.55,4.95,4.75,4.9
36110-01,Application Development,Raghuveera,Betina,Autumn 2018,30,23,76.67,15.04,4.57,4.39,4.74,4.48,4.65
36110-01,Application Development,Raghuveera,Betina,Spring 2016,30,33,110,12.85,4.67,4.79,4.97,4.91,4.94
36110-01,Application Development,Raghuveera,Betina,Spring 2018,30,27,90,6.63,4.81,4.85,4.93,4.85,4.85
36110-01,Application Development,Raghuveera,Betina,Spring 2019,29,25,86.21,13.84,4.76,4.84,4.92,4.88,4.84
36110-01,Application Development,Raghuveera,Betina,Winter 2019,30,31,103.33,10.29,4.9,4.87,4.94,4.84,4.9
36110-01,Application Development,Donald D,Eisenstein,Spring 2017,29,31,106.9,10.58,4.55,4.35,4.87,4.77,4.71
36110-01,Application Development,Donald D,Eisenstein,Winter 2018,29,25,86.21,6.76,4.28,4.16,4.84,4.68,4.72
36110-02,Application Development,Raghuveera,Betina,Winter 2018,26,20,76.92,10.95,4.55,4.25,4.8,4.7,4.8
36110-03,Application Development,Raghuveera,Betina,Winter 2018,27,21,77.78,15.9,4.9,4.9,4.9,4.75,4.9
36110-81,Application Development,Raghuveera,Betina,Autumn 2016,28,31,110.71,7.42,4.84,4.77,4.84,4.71,4.84
36110-81,Application Development,Raghuveera,Betina,Autumn 2018,28,20,71.43,7.45,4.65,4.2,4.8,4.5,4.5
36110-81,Application Development,Raghuveera,Betina,Summer 2017,30,27,90,15.74,4.37,4.41,4.67,4.59,4.59
36110-81,Application Development,Raghuveera,Betina,Summer 2018,27,24,88.89,8.63,4.71,4.71,4.88,4.88,4.83
36110-81,Application Development,Raghuveera,Betina,Summer 2019,29,28,96.55,13.14,4.5,4.71,4.89,4.82,4.86
36110-81,Application Development,Donald D,Eisenstein,Spring 2017,30,19,63.33,21.95,4.42,4.42,4.79,4.53,4.68
36110-81,Application Development,Donald D,Eisenstein,Winter 2018,22,21,95.45,8.43,4.43,4.57,4.48,4.33,4.52
36110-85,Application Development,Raghuveera,Betina,Autumn 2017,24,17,70.83,7.71,4.82,4.76,4.94,4.76,4.76
36110-85,Application Development,Raghuveera,Betina,Winter 2019,28,15,53.57,18.93,4.93,4.93,5,5,5
36110-85,Application Development,Donald D,Eisenstein,Spring 2016,28,18,64.29,9.44,4.22,4.33,4.78,4.61,4.72
36111 81,Application Development II,Raghuveera,Betina,Spring 2021,26,13,50,10.46,4.62,4.92,5,5,4.85
36330 50,New Developments in Public Finance,Peter,Ganong,Spring 2021,8,3,37.5,7.67,4.67,4.33,4.33,4.33,4.33
36330 50,New Developments in Public Finance,Joshua,Gottlieb,Spring 2020,8,3,37.5,7,4.67,4.67,5,4.67,4.67
36330 50,New Developments in Public Finance,Joshua,Gottlieb,Spring 2021,8,3,37.5,7.67,4,4,4.33,4.33,4.33
36330 50,New Developments in Public Finance,Pascal,Noel,Spring 2021,8,3,37.5,7.67,3.67,3.67,4.33,4.33,4.33
36330 50,New Developments in Public Finance,Seth,Zimmerman,Spring 2020,8,3,37.5,7,4.33,4.33,5,4.67,4.67
36330 50,New Developments in Public Finance,Eric,Zwick,Spring 2020,8,3,37.5,7,5,4.67,5,4.67,4.67
36330 50,New Developments in Public Finance,Eric,Zwick,Spring 2021,8,3,37.5,7.67,4.67,4.67,4.33,4.33,4.33
36900 50,Linear Programming,Xin, Linwei,Autumn 2019,6,5,83.3,11.0,4.6,4.8,4.8,4.6,4.8
36900 50,Linear Programming,Linwei,Xin,Autumn 2020,5,5,100,8.6,4.4,4.2,4.8,4.4,4.6
36900 50,Linear Programming,Linwei,Xin,Autumn 2021,4,3,75,8,4.67,4.33,4.67,4,4.33
36900-01,Linear Programming,Richard Kipp,Martin,Autumn 2016,4,4,100,21,5,4.75,5,4.75,4.5
36900-50,Linear Programming,Richard Kipp,Martin,Autumn 2017,8,7,87.5,22.43,4,4.43,4.29,4.14,4
36900-50,Linear Programming,Linwei,Xin,Autumn 2018,5,5,100,28,5,4.6,4.8,4.4,4.8
36902 50,Dynamic Programming/Markov Decision Processes,Rene,Caldentey,Spring 2020,7,2,28.57,15,4.5,4,4.5,4,4.5
36902 50,Dynamic Programming/Markov Decision Processes,Rene,Caldentey,Spring 2021,6,3,50,10,4.67,4.67,4.67,4.67,4.67
36902-01,Dynamic Programming/Markov Decision Processes,Sunil,Kumar,Spring 2016,13,0,0,,,,,,
36902-50,Dynamic Programming/Markov Decision Processes,Rene,Caldentey,Spring 2017,4,4,100,18.75,5,4.75,5,4.75,4.5
36902-50,Dynamic Programming/Markov Decision Processes,Rene,Caldentey,Spring 2018,6,6,100,26.67,4.5,4.33,4.5,4.5,4.5
36902-50,Dynamic Programming/Markov Decision Processes,Rene,Caldentey,Spring 2019,6,6,100,14.83,4.83,4.83,4.83,4.67,4.83
36905 50,Approx Dynamic Programming,Adelman, Dan,Autumn 2019,4,4,100,13.3,4.5,4.8,4.8,4.3,4.8
36905-50,Approximate Dynamic Programming ,Daniel,Adelman,Autumn 2017,4,4,100,11.5,4.75,4.75,4.25,4.75,4.5
36906 50,Stochastic Processes,Baris,Ata,Autumn 2020,6,6,100,13.33,4.5,4.5,4.67,4.67,4.33
36906 50,Stochastic Processes,Baris,Ata,Autumn 2021,8,4,50,11.25,4.25,3.75,4.25,4.25,3.5
36906 50,Stochastic Processes,Baris,Ata,Winter 2020,5,3,60,12.33,4.67,4.67,4.67,4.67,4.67
36906-01,Stochastic Processes,Baris,Ata,Winter 2016,3,3,100,63.33,4.33,5,4.33,4.33,4.67
36906-50,Stochastic Processes,Baris,Ata,Winter 2017,4,3,75,11.67,4,4.33,4.67,4.67,4.33
36906-50,Stochastic Processes,Baris,Ata,Winter 2018,8,8,100,9.63,4.25,4.13,3.88,3.75,4.13
36906-50,Stochastic Processes,Baris,Ata,Winter 2019,5,5,100,17,4.8,4.4,4.8,4.4,4.6
36907-01,Networks I: Introduction to Modeling and Analysis ,Ozan,Candogan,Winter 2016,17,13,76.47,36.08,5,5,4.92,4.92,4.92
36908-50,Networks II ,Ozan,Candogan,Spring 2017,9,8,88.89,17,4.75,5,4.75,4.88,5
36909-01,Stochastic Optimization I ,John,Birge,Autumn 2016,4,4,100,9.5,4.75,4.25,4.5,4.5,4.25
36910-50,Stochastic Optimization II ,John,Birge,Winter 2017,3,3,100,11,4,5,4.67,4,3.67
36911 50,Networks: Introduction to Modeling and Analysis,Ozan,Candogan,Spring 2020,19,8,42.11,5.63,4.88,4.75,4.75,4.63,4.63
36911-50,Networks: Introduction to Modeling and Analysis ,Ozan,Candogan,Winter 2018,13,13,100,13.92,4.92,5,4.77,4.54,4.62
36912 50,Stochastic Optimization,John,Birge,Winter 2021,6,4,66.67,10.5,4.75,4.25,4.5,4.75,4.5
36912-50,Stochastic Optimization,John,Birge,Winter 2019,8,7,87.5,11.57,4.14,3.86,4.14,4,4
36913 50,Online Optimization,Varun,Gupta,Spring 2021,11,4,36.36,7.5,4.75,4.75,4.75,4.75,4.75
36913-50,Online Optimization ,Varun,Gupta,Spring 2019,5,5,100,8.4,4.2,4.2,4.6,4.4,4.4
36914 50,Queueing Theory,Yuan,Zhong,Winter 2021,6,5,83.33,9.8,5,4.6,5,5,5
36914 50,Queueing Theory,Yuan,Zhong,Winter 2022,8,5,62.5,7.4,4.6,4.2,4.6,4.2,4.4
36914-50,Queueing Theory ,Yuan,Zhong,Winter 2019,9,9,100,7.89,4.78,4.11,4.56,4.56,4.56
36915-50,Infinite Dimensional Optimization ,Christopher,Ryan,Spring 2019,7,6,85.71,9.17,4.67,4.67,4.67,4.67,4.33
36916 50,Dynamic Control of Stochastic Networks,Yuan,Zhong,Spring 2020,6,2,33.33,9,4.5,3.5,4,4,4.5
36917 50,Networks and Markets,Ozan,Candogan,Winter 2021,5,3,60,11.33,5,5,4.67,4.67,4.67
36920 50,Online Optimization - Applications in Operations Mgmt 1,Varun,Gupta,Winter 2022,9,3,33.33,6.67,4.33,4.33,4.67,4.67,4.67
36920 50,Online Optimization - Applications in Operations Mgmt 1,Rad,Niazadeh,Winter 2022,9,3,33.33,6.67,4.33,4.33,4.67,4.67,4.67
37000 01,Marketing Strategy,Rao, Anita,Autumn 2019,62,47,75.8,3.8,4.7,4.4,4.4,4.3,4.5
37000 01,Marketing Strategy,Berkeley,Dietvorst,Spring 2020,60,18,30,3.89,4.67,4.61,4.22,3.83,4.11
37000 01,Marketing Strategy,Anita,Rao,Autumn 2020,65,41,63.08,3.61,4.56,4.34,4.44,4.12,4.37
37000 01,Marketing Strategy,Anita,Rao,Autumn 2021,49,34,69.39,4.38,4.68,4.5,4.38,4.09,4.38
37000 01,Marketing Strategy,Bradley,Shapiro,Spring 2021,67,39,58.21,4.15,4.82,4.87,4.67,4.49,4.62
37000 01,Marketing Strategy,Avner,Strulov-Shlain,Winter 2020,58,38,65.52,3.47,3.58,2.79,3.45,2.95,2.79
37000 01,Marketing Strategy,Avner,Strulov-Shlain,Winter 2021,11,10,90.91,6,3.5,3.7,3.9,3.1,3
37000 01,Marketing Strategy,Avner,Strulov-Shlain,Winter 2022,10,7,70,5,4.14,4,4.14,3.57,3.71
37000 02,Marketing Strategy,Rao, Anita,Autumn 2019,33,28,84.8,4.0,4.6,4.5,4.5,4.4,4.5
37000 02,Marketing Strategy,Sanjay,Dhar,Winter 2020,65,26,40,5.38,3.5,3.62,3.81,3.27,3.31
37000 02,Marketing Strategy,Berkeley,Dietvorst,Spring 2020,60,21,35,3.57,4.38,3.95,3.95,3.81,3.9
37000 02,Marketing Strategy,Anita,Rao,Autumn 2020,57,35,61.4,3.74,4.4,4.23,4.31,4,4.14
37000 02,Marketing Strategy,Anita,Rao,Autumn 2021,41,22,53.66,4.68,4.59,4.64,4.5,4.27,4.32
37000 02,Marketing Strategy,Bradley,Shapiro,Spring 2021,64,26,40.63,5.23,4.65,4.81,4.38,4.15,4.42
37000 02,Marketing Strategy,Abigail,Sussman,Winter 2021,65,30,46.15,3.53,4.3,3.9,3.87,3.43,3.6
37000 02,Marketing Strategy,Avner,Strulov-Shlain,Winter 2022,22,10,45.45,4.5,4.2,3.6,3.8,3.5,3.6
37000 03,Marketing Strategy,Shapiro, Bradley,Autumn 2019,64,58,90.6,3.6,4.6,4.6,4.3,4.2,4.5
37000 03,Marketing Strategy,Berkeley,Dietvorst,Autumn 2020,68,41,60.29,3.54,4.71,4.63,4.44,4.17,4.37
37000 03,Marketing Strategy,Berkeley,Dietvorst,Autumn 2021,65,41,63.08,3.44,4.9,4.78,4.71,4.46,4.68
37000 03,Marketing Strategy,Avner,Strulov-Shlain,Winter 2020,60,40,66.67,4.05,2.93,2.08,3.05,2.35,2.33
37000 03,Marketing Strategy,Abigail,Sussman,Winter 2021,68,37,54.41,4.41,4.14,4.03,3.7,3.65,3.76
37000 03,Marketing Strategy,Abigail,Sussman,Winter 2022,62,34,54.84,3.35,4,3.82,3.47,3.06,3.26
37000 04,Marketing Strategy,Shapiro, Bradley,Autumn 2019,64,47,73.4,3.2,4.6,4.6,4.3,4.1,4.5
37000 04,Marketing Strategy,Berkeley,Dietvorst,Autumn 2020,67,40,59.7,3.2,4.63,4.33,4.33,3.85,4.15
37000 04,Marketing Strategy,Berkeley,Dietvorst,Autumn 2021,64,36,56.25,3.36,4.69,4.61,4.42,4.14,4.39
37000 04,Marketing Strategy,Abigail,Sussman,Winter 2022,61,26,42.62,3.08,3.92,3.62,3.19,2.96,3.23
37000 81,Marketing Strategy,Rao, Anita,Autumn 2019,24,23,95.8,3.6,4.5,4.3,4.4,4.2,4.3
37000 81,Marketing Strategy,Sanjay,Dhar,Summer 2021,63,43,68.25,5.65,4.26,4.4,4.49,4.3,4.19
37000 81,Marketing Strategy,Sanjay,Dhar,Winter 2020,64,33,51.56,8.15,4.09,4.42,4.36,4.18,4.09
37000 81,Marketing Strategy,Berkeley,Dietvorst,Spring 2020,64,29,45.31,3.72,4.45,4.14,4,3.72,4.03
37000 81,Marketing Strategy,Christopher,Krohn,Summer 2020,67,52,77.61,4.73,4.33,4.29,4.23,4.02,4.19
37000 81,Marketing Strategy,Christopher,Krohn,Winter 2021,64,41,64.06,4.8,4.8,4.78,4.66,4.54,4.71
37000 81,Marketing Strategy,Anita,Rao,Autumn 2020,57,42,73.68,4.36,4.69,4.5,4.48,4.14,4.29
37000 81,Marketing Strategy,Anita,Rao,Autumn 2021,58,30,51.72,4.97,4.57,4.47,4.37,4.17,4.3
37000 81,Marketing Strategy,Bradley,Shapiro,Spring 2021,56,32,57.14,5.38,4.38,4.63,4.44,4.13,4.25
37000 81,Marketing Strategy,Avner,Strulov-Shlain,Winter 2022,18,10,55.56,4.9,2.9,3.3,3.2,2.9,2.9
37000 82,Marketing Strategy,Shapiro, Bradley,Autumn 2019,65,68,104.6,3.8,4.5,4.5,4.2,4.2,4.4
37000 82,Marketing Strategy,Berkeley,Dietvorst,Autumn 2020,44,26,59.09,4.62,4.54,4.35,4.23,4.19,4.15
37000 82,Marketing Strategy,Berkeley,Dietvorst,Autumn 2021,59,30,50.85,3.3,4.57,4.43,4.37,3.9,4.23
37000 82,Marketing Strategy,Thomas,Hafen,Winter 2021,64,53,82.81,3.13,4.45,4.6,4.21,3.91,4.19
37000 85,Marketing Strategy,Sanjay,Dhar,Summer 2021,63,36,57.14,5.33,4.72,4.78,4.75,4.75,4.78
37000 85,Marketing Strategy,Thomas,Hafen,Winter 2021,57,49,85.96,4.53,4.41,4.53,4.27,4.12,4.22
37000 85,Marketing Strategy,Christopher,Krohn,Summer 2020,39,22,56.41,4.45,4.5,4.36,4.45,4.32,4.45
37000 85,Marketing Strategy,Christopher,Krohn,Winter 2020,65,49,75.38,4.96,4.76,4.84,4.8,4.71,4.8
37000 85,Marketing Strategy,Christopher,Krohn,Winter 2022,59,38,64.41,5.55,4.82,4.87,4.87,4.76,4.82
37000-01,Marketing Strategy,Sanjay,Dhar,Winter 2016,65,62,95.38,9.66,4.39,4.47,4.27,4.21,4.35
37000-01,Marketing Strategy,Berkeley,Dietvorst,Spring 2018,63,40,63.49,7.73,4.55,3.6,3.45,3.28,3.58
37000-01,Marketing Strategy,Berkeley,Dietvorst,Spring 2019,43,28,65.12,17.89,4.79,4.39,4.29,4.14,4.36
